created_at,temperature_c,turbidity_ntu,dissolved_oxygen_mgl,ph,ammonia_ppm,nitrate_ppm,fish_length_cm,fish_weight_g,is_imputed
2021-06-01 00:00:00,25.912389480917398,7.043493200535393,7.785999654221598,7.257718644209103,0.12512650124886648,5.002433502136581,7.883896871213785,24.64684695872412,False
2021-06-01 00:05:06,25.979388457945635,9.821834464392497,7.7493687188269345,7.224170056160416,0.1467704168046027,5.013146941934131,7.883896871213785,24.64684695872412,False
2021-06-01 00:10:12,25.974974711659826,6.773169079020287,7.774291213455187,7.2671378328509215,0.1593091374411495,5.021063558961718,7.883896871213785,24.64684695872412,False
2021-06-01 00:15:18,25.9856082735406,9.20724068974796,7.8402496334145075,7.260787318555739,0.2144049096030679,5.022265090503412,7.883896871213785,24.64684695872412,False
2021-06-01 00:20:24,26.147948841288716,8.825501219146682,7.553253032300751,7.210696671155735,0.1413799384538479,5.031779665803559,7.883896871213785,24.64684695872412,False
2021-06-01 00:25:30,26.29068035653686,8.917293876894686,7.692574574004071,7.165280103523671,0.1645272571513823,5.035118707709107,7.883896871213785,24.64684695872412,True
2021-06-01 00:30:36,26.24289691705428,9.139363520959591,7.831896115707392,7.119863535891605,0.1386876339917628,5.042134744842288,7.883896871213785,24.64684695872412,False
2021-06-01 00:35:42,26.087713819748597,6.692201635590244,7.853454077122909,7.173663800864222,0.1545013904792265,5.059643010919387,7.883896871213785,24.64684695872412,False
2021-06-01 00:40:48,26.171042436545463,8.108034623761553,7.900023234157413,7.266024714360278,0.1420900554364092,5.064172616330402,7.883896871213785,24.64684695872412,False
2021-06-01 00:45:54,25.771310496773022,7.630526981123665,7.736168663313001,7.18815326304067,0.1414758678039342,5.086668134161605,7.883896871213785,24.64684695872412,False
2021-06-01 00:51:00,25.725830331329853,6.780823204269408,7.94907107492573,7.278883770759693,0.1065907770079439,5.090690661512227,7.883896871213785,24.64684695872412,False
2021-06-01 00:56:06,26.175757445325058,8.993945532781847,7.959854922005583,7.153314569877924,0.1324395951164802,5.097154140013497,7.883896871213785,24.64684695872412,False
2021-06-01 01:01:12,26.150661188608023,6.831805356772463,7.824078575819966,7.171826659348588,0.1368636676190168,5.105317825359014,7.883896871213785,24.64684695872412,False
2021-06-01 01:06:18,26.61444456308284,9.829351099408616,7.675160472359929,7.123139924636061,0.1995389342773859,5.12001866115049,7.883896871213785,24.64684695872412,False
2021-06-01 01:11:24,25.9246440007532,5.56194649597931,7.762395911331222,7.210260288292546,0.1900538481544799,5.152872837354213,7.883896871213785,24.64684695872412,False
