created_at,temperature_c,turbidity_ntu,dissolved_oxygen_mgl,ph,ammonia_ppm,nitrate_ppm,fish_length_cm,fish_weight_g
2021-06-01 00:00:00.024603067,25.912389480917394,4.735747488979561,7.770716646703932,7.237970771924058,0.11770995993702761,5.004634687279947,7.883896871213785,24.646846958724122
2021-06-01 00:05:05.974910750,25.607573203002747,9.351238912091226,7.801282661739264,7.277466516494147,0.13254304256070545,5.000232316993214,,
2021-06-01 00:09:54.517242893,25.979388457945635,9.821834464392497,7.7493687188269345,7.224170056160416,0.14677041680460273,5.013146941934131,,
2021-06-01 00:14:42.188163225,25.974974711659822,6.7731690790202865,7.774291213455187,7.2671378328509215,0.15930913744114958,5.021063558961718,,
2021-06-01 00:19:50.906584297,25.9856082735406,9.20724068974796,7.8402496334145075,7.260787318555739,0.21440490960306796,5.022265090503412,,
2021-06-01 00:24:40.167068900,26.147948841288713,8.825501219146682,7.553253032300751,7.210696671155735,0.14137993845384791,5.031779665803559,,
2021-06-01 00:30:01.202872052,26.29068035653686,8.917293876894686,-2.957847594680377,11.707993528691064,0.16452725715138233,5.035118707709107,,
2021-06-01 00:35:26.804304911,26.24289691705428,9.139363520959593,7.8318961157073925,7.119863535891605,0.13868763399176287,5.042134744842288,,
2021-06-01 00:39:50.155869629,26.087713819748593,6.692201635590244,7.853454077122909,7.173663800864222,0.1545013904792265,5.059643010919387,,
2021-06-01 00:44:47.590502004,26.171042436545466,8.108034623761553,7.900023234157413,7.266024714360278,0.14209005543640926,5.064172616330402,,
2021-06-01 00:50:09.796841004,25.771310496773026,7.630526981123665,7.736168663313001,7.18815326304067,0.14147586780393426,5.086668134161605,,
2021-06-01 00:55:07.137740163,25.725830331329853,6.780823204269408,7.94907107492573,7.278883770759693,0.10659077700794395,5.090690661512227,,
2021-06-01 01:00:02.108284980,26.175757445325058,8.993945532781847,7.959854922005583,7.153314569877924,0.13243959511648024,5.097154140013497,,
2021-06-01 01:04:41.390639106,26.150661188608026,6.831805356772463,7.824078575819966,7.171826659348588,0.13686366761901683,5.105317825359014,,
2021-06-01 01:09:59.414963551,26.614444563082838,9.829351099408617,7.675160472359929,7.123139924636061,0.1995389342773859,5.12001866115049,,
2021-06-01 01:15:13.906063889,25.9246440007532,5.56194649597931,7.762395911331222,7.210260288292546,0.19005384815447993,5.152872837354213,,
2021-06-01 01:19:33.115709054,25.708402456202343,4.8810890251656165,7.782724816367995,7.229823534944734,0.15952825472939783,5.174484708233292,,
2021-06-01 01:24:50.847684779,26.07508644404424,5.455154647639963,7.947025722858421,7.287219276626366,0.1651971936993628,5.192545870705853,,
2021-06-01 01:29:21.975545204,25.866837562331362,6.345158309885918,7.731206030263298,7.341125410311657,0.18838767969276876,5.218113991374109,,
2021-06-01 01:34:34.209245204,25.744744473050766,8.604698554843253,7.844723776154854,7.135094353944435,0.1677095530021073,5.2233704500334115,,
